Date,gross_return,strategy_return,turnover,transaction_cost,strategy_equity,gross_strategy_equity,strategy_drawdown,price,short_sma,long_sma,signal,position,fallback_position,buy_hold_return,buy_hold_equity,buy_hold_drawdown
2016-08-25,-0.0042581352050686805,-0.0042581352050686805,0.0,0.0,7655.047278883972,7708.694760431475,-0.23449527211160281,24.62092399597168,24.632191467285157,22.87525791168213,1.0,1.0,0.0,-0.0042581352050686805,10177.046617634905,-0.167291058093337
2016-08-26,-0.0058563941230767025,-0.0058563941230767025,0.0,0.0,7610.216304988041,7663.549605739892,-0.2389783695011959,24.476734161376953,24.66985969543457,22.86895383834839,1.0,1.0,0.0,-0.0058563941230767025,10117.445821633111,-0.1721677298469525
2016-08-29,-0.0011221194842178095,-0.0011221194842178095,0.0,0.0,7601.676732993103,7654.950187409022,-0.23983232670068977,24.449268341064453,24.685210990905762,22.867850875854494,1.0,1.0,0.0,-0.0011221194842178095,10106.09283854614,-0.1730966565669555
2016-08-30,-0.007676508360053957,-0.007676508360053957,0.0,0.0,7543.322398001853,7596.186898299579,-0.24566776019981473,24.26158332824707,24.709048175811766,22.864599571228027,1.0,1.0,0.0,-0.007676508360053957,10028.513332383558,-0.1794443869957758
2016-08-31,0.0009432347669511287,0.0009432347669511287,0.0,0.0,7550.43752194597,7603.3518858783145,-0.24495624780540304,24.284467697143555,24.719118881225587,22.860762538909913,1.0,1.0,0.0,0.0009432347669511287,10037.972574819494,-0.1786704104133734
2016-09-01,0.005937847425258491,0.005937847425258491,0.0,0.0,7595.270867945232,7648.499429297211,-0.2404729132054768,24.428665161132812,24.7289608001709,22.855154361724853,1.0,1.0,0.0,0.005937847425258491,10097.5765244277,-0.1737934806245579
2016-09-02,0.009369552086658128,0.009369552086658128,0.0,0.0,7666.4351539547215,7720.162443084786,-0.23335648460452785,24.657550811767578,24.731821537017822,22.84821475982666,1.0,1.0,0.0,0.009369552086658128,10192.186293622342,-0.16605229560693324
2016-09-06,-0.00027862742037265686,-0.00027862742037265686,0.0,0.0,7664.29907490432,7718.011394138411,-0.23357009250956795,24.650680541992188,24.72415370941162,22.841070652008057,1.0,1.0,0.0,-0.00027862742037265686,10189.346471047393,-0.16628465630453393
2016-09-07,0.0061282619016815865,0.0061282619016815865,0.0,0.0,7711.267906928149,7765.309389321854,-0.22887320930718502,24.801746368408203,24.719004154205322,22.840528297424317,1.0,1.0,0.0,0.0061282619016815865,10251.789454828948,-0.1611754303269175
2016-09-08,-0.02620912389802621,-0.02620912389802621,0.0,0.0,7509.162330944597,7561.787433430612,-0.24908376690554035,24.151714324951172,24.690622425079347,22.838848361968996,1.0,1.0,0.0,-0.02620912389802621,9983.099034830859,-0.1831602874021877
2016-09-09,-0.022649243187773838,-0.022649243187773838,0.0,0.0,7339.085487174561,7390.518670916589,-0.26609145128254386,23.60469627380371,24.635690784454347,22.832987957000732,1.0,1.0,0.0,-0.022649243187773838,9756.989397023344,-0.20166108869824684
2016-09-12,0.02239856479562019,0.02239856479562019,0.0,0.0,7503.470468999637,7556.055682240356,-0.24965295310003632,24.133407592773438,24.60433397293091,22.83191686630249,1.0,1.0,0.0,0.02239856479562019,9975.53195624275,-0.1837794428645897
2016-09-13,0.02380513932980821,0.02380513932980821,0.0,0.0,7682.091628971275,7735.928640539876,-0.23179083710287252,24.70790672302246,24.58682451248169,22.839215526580812,1.0,1.0,0.0,0.02380513932980821,10213.000884350064,-0.1643491987781276
2016-09-14,0.03538651475958221,0.03538651475958221,0.0,0.0,7953.934077784329,8009.676193557416,-0.20460659222156707,25.582233428955078,24.61417598724365,22.85591365814209,1.0,1.0,0.0,0.03538651475958221,10574.403390883743,-0.13477842936683315
2016-09-15,0.03399876443229122,0.03399876443229122,0.0,0.0,8224.358008804891,8281.995287641104,-0.17756419911951093,26.451997756958008,24.68684663772583,22.882667026519776,1.0,1.0,0.0,0.03399876443229122,10933.92004078242,-0.10536196500513917
2016-09-16,-0.005624486920506322,-0.005624486920506322,0.0,0.0,8178.100214754808,8235.413313470073,-0.18218997852451924,26.303218841552734,24.75368022918701,22.909584369659424,1.0,1.0,0.0,-0.005624486920506322,10872.422350523177,-0.11039384493155524
2016-09-19,-0.011660378020692863,-0.011660378020692863,0.0,0.0,8082.740474759657,8139.385281078366,-0.19172595252403424,25.99651336669922,24.80197467803955,22.9482102394104,1.0,1.0,0.0,-0.011660378020692863,10745.645795915447,-0.12076698898918836
2016-09-20,-8.819002088089611e-05,-8.819002088089611e-05,0.0,0.0,8082.027657708414,8138.66746852047,-0.19179723422915862,25.994220733642578,24.859882068634032,22.99357870101929,1.0,1.0,0.0,-8.819002088089611e-05,10744.698137188327,-0.12084452856678862
2016-09-21,-0.00017580859111132607,-0.00017580859111132607,0.0,0.0,8080.606767812589,8137.236620859305,-0.19193932321874108,25.98965072631836,24.91366958618164,23.04136785507202,1.0,1.0,0.0,-0.00017580859111132607,10742.809126946911,-0.12099909165158906
2016-09-22,0.009423118726452184,0.009423118726452184,0.0,0.0,8156.751284767461,8213.914767642897,-0.18432487152325394,26.234554290771484,24.989086723327638,23.091832332611084,1.0,1.0,0.0,0.009423118726452184,10844.039892805746,-0.11271616173156274
2016-09-23,-0.016663756096021776,-0.016663756096021776,0.0,0.0,8020.829170822183,8077.040095361384,-0.19791708291778165,25.797388076782227,25.047909927368163,23.134440479278563,1.0,1.0,0.0,-0.016663756096021776,10663.3374569365,-0.12750164320041002
2016-09-26,0.0015083627591363502,0.0015083627591363502,0.0,0.0,8032.927490840847,8089.223201845278,-0.19670725091591534,25.836299896240234,25.11588821411133,23.179677886962892,1.0,1.0,0.0,0.0015083627591363502,10679.421638044649,-0.12618559917160566
2016-09-27,0.0018605956652395506,0.0018605956652395506,0.0,0.0,8047.873520909488,8104.273975469787,-0.19521264790905113,25.884370803833008,25.187643337249757,23.226261138916016,1.0,1.0,0.0,0.0018605956652395506,10699.29172365166,-0.1245597838852005
2016-09-28,0.007604231565194963,0.007604231565194963,0.0,0.0,8109.071414769885,8165.900751447043,-0.1890928585230115,26.081201553344727,25.278624248504638,23.27599639892578,1.0,1.0,0.0,0.007604231565194963,10780.651615501882,-0.11790273376037919
2016-09-29,-0.015533059271857885,-0.015533059271857885,0.0,0.0,7983.112727844536,8039.059331066707,-0.20168872721554643,25.67608070373535,25.34820489883423,23.32152111053467,1.0,1.0,0.0,-0.015533059271857885,10613.195114969041,-0.13160440288042297
2016-09-30,0.007755357975512744,0.007755357975512744,0.0,0.0,8045.024624807842,8101.405113965515,-0.19549753751921584,25.875207901000977,25.420532035827637,23.36760290145874,1.0,1.0,0.0,0.007755357975512744,10695.504242349589,-0.12486968416040156
